depot,fleet_size,mode,configuration,metric,n,mean,standard_deviation,bootstrap_ci95_low,bootstrap_ci95_high
depot_b,8,selfish,rule_text_event_trigger,run_peak_rss_mb,3,287.0636666666666,0.6818374684140726,286.562,287.84
depot_b,8,selfish,rule_text_event_trigger,llm_latency_seconds,3,0.0,0.0,0.0,0.0
depot_b,8,selfish,rule_text_event_trigger,llm_total_tokens,3,0.0,0.0,0.0,0.0
depot_b,8,selfish,rule_text_event_trigger,llm_approximate_cost_usd,3,0.0,0.0,0.0,0.0
depot_b,8,selfish,rule_text_event_trigger,optimizer_latency_seconds_mean,3,3.2938903333333336,0.049054931753426505,3.263511,3.350483
depot_b,8,selfish,rule_text_event_trigger,optimizer_process_cpu_seconds_mean,3,3.3463541666666665,0.04302789490067267,3.3046875,3.390625
depot_b,8,selfish,rule_text_event_trigger,solver_wall_seconds_mean,3,0.14342649999999998,0.0019039517457120534,0.141374,0.145135
depot_b,8,selfish,rule_text_event_trigger,solver_wall_seconds_max,3,0.15648966666666667,0.003219474232438165,0.153008,0.159359
depot_b,8,selfish,rule_text_event_trigger,solver_model_variables_max,3,5220.0,0.0,5220.0,5220.0
depot_b,8,selfish,rule_text_event_trigger,solver_model_constraints_max,3,3454.0,0.0,3454.0,3454.0
depot_b,8,selfish,rule_text_event_trigger,solver_branch_and_bound_nodes_max,0,,0.0,,
depot_b,8,selfish,rule_text_event_trigger,solver_iterations_max,0,,0.0,,
