case,variant,mode,configuration,method,run_family,n_runs,n_complete,n_feasible,complete_rate,feasibility_rate,revenue_neutrality_compliance_rate,realized_aggregator_revenue_mean,realized_aggregator_revenue_std,realized_aggregator_revenue_ci95_low,realized_aggregator_revenue_ci95_high,realized_pto_cost_mean,realized_pto_cost_std,realized_pto_cost_ci95_low,realized_pto_cost_ci95_high,realized_grid_net_cost_mean,realized_grid_net_cost_std,realized_grid_net_cost_ci95_low,realized_grid_net_cost_ci95_high,realized_buy_kwh_mean,realized_buy_kwh_std,realized_buy_kwh_ci95_low,realized_buy_kwh_ci95_high,realized_sell_kwh_mean,realized_sell_kwh_std,realized_sell_kwh_ci95_low,realized_sell_kwh_ci95_high,downward_flexibility_cheap_buy_kwh_mean,downward_flexibility_cheap_buy_kwh_std,downward_flexibility_cheap_buy_kwh_ci95_low,downward_flexibility_cheap_buy_kwh_ci95_high,upward_flexibility_expensive_sell_kwh_mean,upward_flexibility_expensive_sell_kwh_std,upward_flexibility_expensive_sell_kwh_ci95_low,upward_flexibility_expensive_sell_kwh_ci95_high,price_aligned_flexibility_kwh_mean,price_aligned_flexibility_kwh_std,price_aligned_flexibility_kwh_ci95_low,price_aligned_flexibility_kwh_ci95_high,cheap_period_buy_share_mean,cheap_period_buy_share_std,cheap_period_buy_share_ci95_low,cheap_period_buy_share_ci95_high,expensive_period_sell_share_mean,expensive_period_sell_share_std,expensive_period_sell_share_ci95_low,expensive_period_sell_share_ci95_high,energy_weighted_average_buy_grid_price_mean,energy_weighted_average_buy_grid_price_std,energy_weighted_average_buy_grid_price_ci95_low,energy_weighted_average_buy_grid_price_ci95_high,energy_weighted_average_sell_grid_price_mean,energy_weighted_average_sell_grid_price_std,energy_weighted_average_sell_grid_price_ci95_low,energy_weighted_average_sell_grid_price_ci95_high,peak_net_import_kwh_per_interval_mean,peak_net_import_kwh_per_interval_std,peak_net_import_kwh_per_interval_ci95_low,peak_net_import_kwh_per_interval_ci95_high,peak_net_import_kw_mean,peak_net_import_kw_std,peak_net_import_kw_ci95_low,peak_net_import_kw_ci95_high,peak_net_export_kwh_per_interval_mean,peak_net_export_kwh_per_interval_std,peak_net_export_kwh_per_interval_ci95_low,peak_net_export_kwh_per_interval_ci95_high,revenue_neutrality_floor_mean,revenue_neutrality_floor_std,revenue_neutrality_floor_ci95_low,revenue_neutrality_floor_ci95_high,revenue_neutrality_shortfall_mean,revenue_neutrality_shortfall_std,revenue_neutrality_shortfall_ci95_low,revenue_neutrality_shortfall_ci95_high,maximum_reserve_shortfall_kwh_mean,maximum_reserve_shortfall_kwh_std,maximum_reserve_shortfall_kwh_ci95_low,maximum_reserve_shortfall_kwh_ci95_high,minimum_observed_soc_fraction_mean,minimum_observed_soc_fraction_std,minimum_observed_soc_fraction_ci95_low,minimum_observed_soc_fraction_ci95_high,terminal_minimum_soc_fraction_mean,terminal_minimum_soc_fraction_std,terminal_minimum_soc_fraction_ci95_low,terminal_minimum_soc_fraction_ci95_high,optimizer_calls_mean,optimizer_calls_std,optimizer_calls_ci95_low,optimizer_calls_ci95_high,evaluator_accepted_optimizer_calls_mean,evaluator_accepted_optimizer_calls_std,evaluator_accepted_optimizer_calls_ci95_low,evaluator_accepted_optimizer_calls_ci95_high,forced_optimizer_selections_mean,forced_optimizer_selections_std,forced_optimizer_selections_ci95_low,forced_optimizer_selections_ci95_high,llm_total_tokens_mean,llm_total_tokens_std,llm_total_tokens_ci95_low,llm_total_tokens_ci95_high,llm_latency_seconds_mean,llm_latency_seconds_std,llm_latency_seconds_ci95_low,llm_latency_seconds_ci95_high,llm_approximate_cost_usd_mean,llm_approximate_cost_usd_std,llm_approximate_cost_usd_ci95_low,llm_approximate_cost_usd_ci95_high,run_wall_seconds_mean,run_wall_seconds_std,run_wall_seconds_ci95_low,run_wall_seconds_ci95_high,run_process_cpu_seconds_mean,run_process_cpu_seconds_std,run_process_cpu_seconds_ci95_low,run_process_cpu_seconds_ci95_high,run_peak_rss_mb_mean,run_peak_rss_mb_std,run_peak_rss_mb_ci95_low,run_peak_rss_mb_ci95_high,mode_aligned_economic_score_mean,mode_aligned_economic_score_std,mode_aligned_economic_score_ci95_low,mode_aligned_economic_score_ci95_high,mode_aligned_economic_score_mean_feasible_only
aw_charger_bank_shutdown,uncertain_chat,selfish,deterministic_pricing_substitution,deterministic_price_zone_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,13.017617434466121,1.9860273225978185e-15,13.017617434466121,13.017617434466121,143.193784440606,0.0,143.193784440606,143.193784440606,130.1761670061399,0.0,130.1761670061399,130.1761670061399,1600.0,0.0,1600.0,1600.0,1.581301595221518e-05,0.0,1.581301595221518e-05,1.581301595221518e-05,1600.0,0.0,1600.0,1600.0,1.581301595221518e-05,0.0,1.581301595221518e-05,1.581301595221518e-05,1600.000015813016,0.0,1600.000015813016,1600.000015813016,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08136010558583105,0.0,0.08136010558583105,0.08136010558583105,0.12212659400544959,0.0,0.12212659400544959,0.12212659400544959,500.0,0.0,500.0,500.0,1000.0,0.0,1000.0,1000.0,1.581301595221518e-05,0.0,1.581301595221518e-05,1.581301595221518e-05,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2130520547945205,0.0,0.2130520547945205,0.2130520547945205,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,89782.8,152.48508123747712,89655.2,89892.8,25.8391162,1.2284281894969276,24.866361599999998,26.777513199999998,0.017183278000000003,0.0011252557053710052,0.01659923,0.018214753999999996,38.3160612,1.2419059283547593,37.334386800000004,39.2530208,19.1625,0.28844951898035814,18.9125,19.365625,323.85679999999996,1.7460821000170539,322.6124,325.24580000000003,13.017617434466121,1.9860273225978185e-15,13.017617434466121,13.017617434466121,13.017617434466121
aw_charger_bank_shutdown,uncertain_chat,selfish,evaluator_removal,evaluator_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,12.23814848708243,1.1634483756128333,11.196739135583792,13.017617434466121,141.61738835902432,2.3566565066985325,139.50600554735954,143.193784440606,129.3792398719419,1.7819832451808262,127.7853856035459,130.1761670061399,1620.0,44.721359549995796,1600.0,1660.0,20.00001265041276,44.72135247820008,1.581301595221518e-05,60.00000632520638,1620.0,44.721359549995796,1600.0,1660.0,20.00001265041276,44.72135247820008,1.581301595221518e-05,60.00000632520638,1640.0000126504128,89.44271202819584,1600.000015813016,1720.0000063252064,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08137093043757013,2.420510433490293e-05,0.08136010558583105,0.08139258014104825,0.12212659400544959,1.3877787807814457e-17,0.12212659400544959,0.1221265940054496,500.0,0.0,500.0,500.0,1000.0,0.0,1000.0,1000.0,20.00001265041276,44.72135247820008,1.581301595221518e-05,60.00000632520638,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2130520547945205,0.0,0.2130520547945205,0.2130520547945205,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,78967.6,311.3949260986762,78724.8,79210.4,30.597701,0.8145660684748046,29.958128,31.237273999999996,0.013591576,0.0015696176091265037,0.012182888,0.014341590000000001,42.8887992,0.3909925930189741,42.5871892,43.185839400000006,19.875,1.1541365820387117,19.0625,20.86875,325.724,2.5351374716176753,323.4872,327.39139,12.23814848708243,1.1634483756128333,11.196739135583792,13.017617434466121,12.23814848708243
aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,full_agentic,secondary_role_ablation,5,5,5,1.0,1.0,1.0,13.691190701306889,4.550851675592532,10.97088684299626,17.6206406958573,141.47657630485278,2.9941221997648637,138.81157645215393,143.39995292081875,127.78538560354589,3.563967569929705,124.59767590803997,130.17616777861582,1660.0,89.44271909999159,1600.0,1740.0,60.00000632520638,89.44271379614506,9.487809571329109e-06,140.0,1660.0,89.44271909999159,1600.0,1740.0,60.00000632520638,89.44271379614506,9.487809571329109e-06,140.0,1720.0000063252064,178.8854328961365,1600.0000094878096,1880.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0813913773797439,4.607533508594792e-05,0.08136010558583105,0.08143227126409146,0.1221265940054496,1.6024689053196365e-17,0.12212659400544959,0.12212659400544962,520.0,44.721359549995796,500.0,560.0,1040.0,89.44271909999159,1000.0,1120.0,40.00000632520638,54.772249976419964,9.487809571329109e-06,80.00000316260319,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2130520547945205,0.0,0.2130520547945205,0.2130520547945205,2.2,0.4472135954999579,2.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,114335.2,11948.241406165176,108716.0,125078.8,42.0338792,5.346815389258517,39.098532,46.8485692,0.023164551999999998,0.0030523758197459894,0.021314212000000006,0.025873924,53.963163599999994,6.905308811798301,50.109093,60.151911,18.278125,2.6218684818154974,16.11875,20.2,327.6962,6.940019214670798,323.294,333.8446,13.691190701306889,4.550851675592532,10.923106886592992,17.6206406958573,13.691190701306889
aw_charger_bank_shutdown,uncertain_chat,selfish,rule_parser_trigger_substitution,rule_trigger_ablation,secondary_role_ablation,5,5,4,1.0,0.8,1.0,8.82673769309424,4.820211059318076,6.671073572571454,13.138065530906825,144.75377209794183,10.422830983908952,140.09253846414077,154.07623553714595,135.92703440484757,5.602619924591137,133.42146489156926,140.93817000623912,1659.9997773965902,134.16367193035484,1599.9999348594272,1779.9994136154862,20.00000884498982,44.72135460549642,8.202170077217889e-06,60.00000442249491,1619.9999674297135,44.72137775735803,1599.999934859427,1659.9999837148566,20.00000884498982,44.72135460549642,8.202170077217889e-06,60.00000442249492,1639.9999762747034,89.4427323628472,1599.999943061597,1719.9999881373515,0.97894745791038,0.04707491521156578,0.93684237373114,1.0,1.0,0.0,1.0,1.0,0.08335937189363063,6.495262440918836e-05,0.08330127650023225,0.0833884196072491,0.12150868664850134,0.000846104494622372,0.12089077929155312,0.1221265940054496,780.0,44.721359549995796,740.0,800.0,1560.0,89.44271909999159,1480.0,1600.0,20.00000884498982,44.72135460549642,8.202170077217889e-06,60.00000442249492,,,,,,,,,43.448,97.15268148641087,0.0,130.344,0.17407671232876712,0.057966233433158945,0.12223013698630136,0.2,0.1845183561643835,0.06380328978647892,0.12745095890410957,0.2130520547945205,3.2,0.4472135954999579,3.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,79494.0,12200.572384113788,73932.4,90429.2,35.1026456,7.365517418550939,30.394216800000002,41.4142532,0.018896964,0.003629214036265979,0.016623472,0.022018738,105.55572,47.61777045750905,81.4514504,148.634235,465.196875,394.82503180181556,272.171875,821.78125,549.893,68.93623520326594,500.9976,611.0298,8.82673769309424,4.820211059318076,6.671073572571454,13.138065530906825,6.671073774187946
aw_combined_evening,uncertain_chat,selfish,deterministic_pricing_substitution,deterministic_price_zone_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,28.732515832054116,3.972054645195637e-15,28.732515832054116,28.732515832054116,138.8214489737059,0.0,138.8214489737059,138.8214489737059,110.08893314165171,1.5888218580782548e-14,110.08893314165171,110.08893314165171,1800.0,0.0,1800.0,1800.0,295.1237999999957,0.0,295.1237999999957,295.1237999999957,1800.0,0.0,1800.0,1800.0,295.1237999999957,0.0,295.1237999999957,295.1237999999957,2095.1237999999958,0.0,2095.1237999999958,2095.1237999999958,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08110247411444141,0.0,0.08110247411444141,0.08110247411444141,0.12162868689120745,0.0,0.12162868689120745,0.12162868689120745,720.0,0.0,720.0,720.0,1440.0,0.0,1440.0,1440.0,100.0,0.0,100.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20762739726027396,3.1031676915590914e-17,0.20762739726027396,0.20762739726027396,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103824.2,726.7122539217293,103313.0,104467.0,39.508067600000004,1.819718310635002,38.145441999999996,40.870693200000005,0.018884566,0.001352492294314464,0.017745542,0.01987092,54.55863000000001,2.2526687834157952,52.9796198,56.487686399999994,16.13125,1.0687203029499812,15.3,16.9625,307.14,10.594191545370492,297.81039999999996,314.3736,28.732515832054116,3.972054645195637e-15,28.732515832054116,28.732515832054116,28.732515832054116
aw_combined_evening,uncertain_chat,selfish,evaluator_removal,evaluator_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,28.654787633978913,0.36721797339485696,28.334696530373083,28.864223598018448,138.50852833640866,0.30993670993211897,138.28027697723132,138.736779695586,109.85374070242969,0.32205051079137836,109.61854826320769,110.08893314165171,1800.0,0.0,1800.0,1800.0,297.07427999999743,2.670804734909048,295.1237999999957,299.02475999999916,1800.0,0.0,1800.0,1800.0,297.07427999999743,2.670804734909048,295.1237999999957,299.02475999999916,2097.0742799999975,2.6708047349090167,2095.1237999999958,2099.0247599999993,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08110247411444141,0.0,0.08110247411444141,0.08110247411444141,0.12162188061792156,9.319873528054449e-06,0.1216150743446357,0.12162868689120745,720.0,0.0,720.0,720.0,1440.0,0.0,1440.0,1440.0,100.0,0.0,100.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20762739726027396,3.1031676915590914e-17,0.20762739726027396,0.20762739726027396,2.4,0.5477225575051661,2.0,2.8,2.4,0.5477225575051661,2.0,2.8,0.0,0.0,0.0,0.0,92668.2,5401.1904891421855,88742.6,97011.6,42.4777674,4.510252924745718,39.007049800000004,45.948485,0.016676216,0.0022776399492742483,0.014958298,0.018453495999999996,55.488260000000004,7.029258505307192,50.211588,60.8130352,14.18125,2.535312134074915,12.278125,16.278125,308.9424,2.382059675994704,306.7196,310.499795,28.654787633978913,0.36721797339485696,28.334696530373083,28.864223598018448,28.654787633978913
aw_combined_evening,uncertain_chat,selfish,full_agentic,full_agentic,secondary_role_ablation,5,5,5,1.0,1.0,1.0,32.35604669984328,2.04604790087767,30.489479646097465,33.487713927624796,142.97216425193284,2.391813226382666,140.82501557229065,144.39481999006966,110.61611755208946,0.7218769839045444,110.08893314165171,111.14330196252725,1800.0,0.0,1800.0,1800.0,297.0742799999973,2.6708047349091415,295.12379999999547,299.02475999999916,1800.0,0.0,1800.0,1800.0,257.0742799999973,52.10145101560746,219.02475999999902,295.12379999999564,2057.074279999997,52.101451015607424,2019.0247599999989,2095.1237999999958,1.0,0.0,1.0,1.0,0.8666666666666666,0.18257418583505539,0.7333333333333332,1.0,0.08110247411444141,0.0,0.08110247411444141,0.08110247411444141,0.11908062445238898,0.003489078189181247,0.11653256201357054,0.12162868689120747,720.0,0.0,720.0,720.0,1440.0,0.0,1440.0,1440.0,120.0,44.721359549995796,100.0,160.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20762739726027396,3.1031676915590914e-17,0.20762739726027396,0.20762739726027396,3.8,0.4472135954999579,3.4,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,147007.8,9425.39058607122,138608.0,151891.2,64.3898198,5.434114264682029,59.662324,67.644196,0.030065955999999998,0.002684589408257806,0.027708008000000006,0.031978828,78.2140886,6.402977616248265,72.63371679999999,81.9118508,15.034375,1.0325157951273676,14.13125,15.63125,316.4388,7.457473613764929,310.9022,321.9754,32.35604669984328,2.04604790087767,30.489479646097465,33.487713927624796,32.35604669984328
aw_combined_evening,uncertain_chat,selfish,rule_parser_trigger_substitution,rule_trigger_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,32.84637556091811,0.2953116315696681,32.57588493940333,33.00663118257545,144.02311144714443,1.1717890058128286,143.044092536513,144.8585482767185,111.1767358862264,0.9930235021995116,110.45153405650981,111.90193771594299,1800.0,0.0,1800.0,1800.0,295.1237999999987,5.927817487251505e-13,295.12379999999825,295.1237999999991,1800.0,0.0,1800.0,1800.0,238.0495199999992,52.10145101560884,200.0,276.0990399999984,2038.0495199999991,52.10145101560884,2000.0,2076.0990399999982,1.0,0.0,1.0,1.0,0.806609023060832,0.17654100081257282,0.6776817051013867,0.9355363410202774,0.08110247411444141,0.0,0.08110247411444141,0.08110247411444141,0.11794276679741975,0.003364769300881812,0.1154854867348946,0.1204000468599449,720.0,0.0,720.0,720.0,1440.0,0.0,1440.0,1440.0,100.0,0.0,100.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20762739726027396,3.1031676915590914e-17,0.20762739726027396,0.20762739726027396,4.0,0.0,4.0,4.0,0.6,0.5477225575051662,0.2,1.0,1.4,0.5477225575051661,1.0,1.8,76847.8,169.9167443190929,76717.8,76977.8,38.402676,0.9764354389607665,37.57478699999999,39.0753516,0.017022922000000003,0.0006973606821939417,0.016529110000000003,0.017640476,54.5559746,1.311623263978762,53.5392606,55.5398774,17.071875,1.2971385274422311,16.0375,18.10625,308.0376,5.328346722952634,304.1352,312.329,32.84637556091811,0.2953116315696681,32.57588493940333,33.00663118257545,32.84637556091811
aw_route6_late_return,uncertain_chat,selfish,deterministic_pricing_substitution,deterministic_price_zone_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,19.27697680407925,0.0,19.27697680407925,19.27697680407925,141.3352068701337,0.0,141.3352068701337,141.3352068701337,122.0582300660545,0.0,122.0582300660545,122.0582300660545,1800.0,0.0,1800.0,1800.0,195.1886,0.0,195.1886,195.1886,1800.0,0.0,1800.0,1800.0,195.1886,0.0,195.1886,195.1886,1995.1886,0.0,1995.1886,1995.1886,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08097161368452921,0.0,0.08097161368452921,0.08097161368452921,0.12137324908369695,0.0,0.12137324908369695,0.12137324908369695,800.0,0.0,800.0,800.0,1600.0,0.0,1600.0,1600.0,100.0,0.0,100.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20981369863013696,3.1031676915590914e-17,0.20981369863013696,0.20981369863013696,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,79165.8,135.4629100528997,79059.4,79268.2,25.002912,1.7472679444419796,23.666007200000003,26.295206,0.01507523,0.00013941388202040717,0.014969060000000001,0.01517949,37.341319799999994,1.9776460819516457,35.7606628,38.8124802,28.49375,1.3688427479991996,27.428125,29.559375,356.7782,33.67813092646324,332.3664,385.40319999999997,19.27697680407925,0.0,19.27697680407925,19.27697680407925,19.27697680407925
aw_route6_late_return,uncertain_chat,selfish,evaluator_removal,evaluator_ablation,secondary_role_ablation,5,5,5,1.0,1.0,1.0,12.929286103542243,1.9860273225978185e-15,12.929286103542243,12.929286103542243,142.2221471389646,0.0,142.2221471389646,142.2221471389646,129.2928610354223,0.0,129.2928610354223,129.2928610354223,1600.0,0.0,1600.0,1600.0,0.0,0.0,0.0,0.0,1600.0,0.0,1600.0,1600.0,0.0,0.0,0.0,0.0,1600.0,0.0,1600.0,1600.0,1.0,0.0,1.0,1.0,,,,,0.08080803814713895,0.0,0.08080803814713895,0.08080803814713895,,,,,800.0,0.0,800.0,800.0,1600.0,0.0,1600.0,1600.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.20981369863013696,3.1031676915590914e-17,0.20981369863013696,0.20981369863013696,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,57148.6,135.77665484169214,57045.6,57261.4,21.5024922,0.801979114931119,20.8846612,22.165530999999998,0.00963406,0.0001291091911910227,0.00953603,0.0097331,29.786891200000003,0.7771990195678327,29.159340000000004,30.329050799999997,23.228125,1.3473154007367762,22.096875,24.115625,332.5076,2.512731740556468,331.2414,334.7504,12.929286103542243,1.9860273225978185e-15,12.929286103542243,12.929286103542243,12.929286103542243
